code,name,lat,lng,iso_country,iso_region,municipality
LHA,Lahr Airport,48.36930084,7.827720165,DE,DE-BW,
LHC,Arlington Municipal Airport,35.28310013,-89.67250061,US,US-TN,Arlington
LHE,Alama Iqbal International Airport,31.52160072,74.4036026,PK,PK-PB,Lahore
LHG,Lightning Ridge Airport,-29.45669937,147.9839935,AU,AU-NSW,
LHI,Lereh Airport,-3.0795,139.952,ID,ID-PA,Lereh-Papua Island
LHK,Guangzhou MR Air Base,32.38940048,111.6949997,CN,CN-42,Guanghua
LHP,Lehu Airport,-6.527493,155.712442,PG,PG-NSB,Lehu
LHR,London Heathrow Airport,51.4706,-0.461941,GB,GB-ENG,London
LHS,Las Heras Airport,-46.53829956,-68.96530151,AR,AR-Z,Las Heras
LHU,Lianshulu Airport,-18.11669922,23.3932991,NA,NA-CA,Lianshulu Lodge
LHV,William T. Piper Memorial Airport,41.13560104,-77.42230225,US,US-PA,Lock Haven
LHW,Lanzhou Zhongchuan Airport,36.51520157,103.6200027,CN,CN-62,Lanzhou
LIA,Liangping Airport,30.679399,107.786003,CN,CN-50,Liangping
LIB,Limbunya Airport,-17.23559952,129.8820038,AU,AU-NT,Limbunya
LIC,Limon Municipal Airport,39.27479935,-103.6660004,US,US-CO,Limon
LID,Valkenburg Naval Air Base,52.16609955,4.41794014,NL,NL-ZH,Leiden
LIE,Libenge Airport,3.632999897,18.63299942,CD,CD-EQ,Libenge
LIF,Lifou Airport,-20.77479935,167.2400055,NC,NC-U-A,Lifou
LIG,Limoges Airport,45.8628006,1.179440022,FR,FR-L,Limoges/Bellegarde
LIH,Lihue Airport,21.97599983,-159.3390045,US,US-HI,Lihue
LII,Mulia Airport,-3.7018,137.957,ID,ID-PA,Mulia-Papua Island
LIK,Likiep Airport,9.82316,169.307999,MH,MH-LIK,Likiep Island
LIL,Lille-Lesquin Airport,50.563332,3.086886,FR,FR-O,Lille/Lesquin
LIM,Jorge ChÃ¡vez International Airport,-12.0219,-77.114305,PE,PE-LIM,Lima
LIN,Milano Linate Airport,45.445099,9.27674,IT,IT-25,Milan
LIO,Limon International Airport,9.957960129,-83.02200317,CR,CR-L,Puerto Limon
LIP,Lins Airport,-21.66399956,-49.73049927,BR,BR-SP,Lins
LIQ,Lisala Airport,2.17066,21.496901,CD,CD-EQ,
LIR,Daniel Oduber Quiros International Airport,10.5933,-85.544403,CR,CR-G,Liberia
LIS,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,PT,PT-11,Lisbon
LIT,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,US,US-AR,Little Rock
LIV,Livengood Camp Airport,65.467,-148.6534,US,US-AK,Livengood
LIW,Loikaw Airport,19.69149971,97.21479797,MM,MM-12,Loikaw
LIX,Likoma Island Airport,-12.075833,34.737222,MW,MW-LK,Likoma Island
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889099,-81.562303,US,US-GA,Fort Stewart(Hinesville)
LIZ,Loring International Airport,46.950401,-67.885902,US,US-ME,Limestone
LJA,Lodja Airport,-3.417000055,23.45000076,CD,CD-KE,Lodja
LJG,Lijiang Airport,26.68000031,100.2460022,CN,CN-53,Lijiang
LJN,Texas Gulf Coast Regional Airport,29.10860062,-95.46209717,US,US-TX,Angleton/Lake Jackson
LJU,Ljubljana JoÅ_e PuÄçnik Airport,46.223701,14.4576,SI,SI-061,Ljubljana
LKA,Gewayentana Airport,-8.274424,123.002,ID,ID-NT,Larantuka-Flores Island
LKB,Lakeba Island Airport,-18.19919968,-178.8170013,FJ,FJ-E,Lakeba Island
LKC,Lekana Airport,-2.313,14.606,CG,CG-14,Lekana
LKD,Lakeland Airport,-15.83329964,144.8500061,AU,AU-QLD,Lakeland Downs
LKE,Kenmore Air Harbor Seaplane Base,47.62900162,-122.3389969,US,US-WA,Seattle
LKG,Lokichoggio Airport,4.204120159,34.34820175,KE,KE-700,Lokichoggio
LKH,Long Akah Airport,3.299999952,114.7829971,MY,MY-13,Long Akah
LKK,Kulik Lake Airport,58.98210144,-155.1210022,US,US-AK,Kulik Lake
LKL,Banak Airport,70.06880188,24.9734993,NO,NO-20,Lakselv
LKN,Leknes Airport,68.15249634,13.6093998,NO,NO-18,Leknes
LKO,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,IN,IN-UP,Lucknow
LKP,Lake Placid Airport,44.26449966,-73.9618988,US,US-NY,Lake Placid
LKU,Lake Rudolf Airport,3.416666985,35.8833313,KE,KE-700,Lake Rudolf
LKV,Lake County Airport,42.16109848,-120.3990021,US,US-OR,Lakeview
LKW,Lekhwair Airport,22.80498468,55.37336826,OM,OM-ZA,
LKY,Lake Manyara Airport,-3.37631011,35.81829834,TZ,TZ-26,Lake Manyara National Park
LKZ,RAF Lakenheath,52.40930176,0.56099999,GB,GB-ENG,Lakenheath
LLA,LuleÃ¥ Airport,65.54380035,22.12199974,SE,SE-BD,LuleÃ¥
LLB,Libo Airport,25.4525,107.961667,CN,CN-52,Libo County
LLE,Riverside Airport,-25.43000031,31.57670021,ZA,ZA-MP,Malelane
LLF,Lingling Airport,26.338661,111.610043,CN,CN-43,Yongzhou
LLG,Chillagoe Airport,-17.14279938,144.529007,AU,AU-QLD,
LLH,Reginaldo Hammer Airport,15.4422,-87.8988,HN,HN-CR,La Lima
LLI,Lalibella Airport,11.97500038,38.97999954,ET,ET-AM,Lalibela
LLJ,Lalmonirhat Airport,25.88750076,89.43309784,BD,BD-5,Lalmonirhat
LLK,Lankaran International Airport,38.74639893,48.81800079,AZ,AZ-LA,Lankaran
LLL,Lissadell Airport,-16.661,128.594,AU,AU-WA,Lissadell Station
LLM,Long Lama Airport,3.766669989,114.4666672,MY,MY-13,Long Lama
LLN,Kelila Airport,-3.75,138.6666718,ID,ID-PA,Kelila-Papua Island
LLS,Alferez Armando Rodriguez Airport,-24.72139931,-60.54880142,AR,AR-P,Las Lomitas
LLU,Alluitsup Paa Heliport,60.46445,-45.56917,GL,GL-U-A,Alluitsup Paa
LLV,LÃ_liang Airport,37.683333,111.142778,CN,CN-61,LÃ_liang
LLW,Lilongwe International Airport,-13.7894001,33.78099823,MW,MW-LI,Lilongwe
LLX,Caledonia County Airport,44.56909943,-72.01799774,US,US-VT,Lyndonville
LLY,South Jersey Regional Airport,39.94290161,-74.84570313,US,US-NJ,Mount Holly
LMA,Minchumina Airport,63.886002,-152.302002,US,US-AK,Minchumina
LMB,Salima Airport,-13.7558927,34.58418846,MW,MW-SA,Salima
LMC,La Macarena Airport,2.17565,-73.78674,CO,CO-MET,La Macarena
LMC,El Refugio/La Macarena Airport,2.1736,-73.7862,CO,CO-MET,La Macarena
LMD,Los Menucos Airport,-40.817699,-68.074699,AR,AR-R,Los Menucos
LME,Le Mans-Arnage Airport,47.94860077,0.201666996,FR,FR-R,Le Mans/Arnage
LMI,Lumi Airport,-3.476839511,142.0412922,PG,PG-SAN,Lumi
LML,Lae Island Airport,8.921110153,166.2649994,MH,MH-LAE,Lae Island
LMM,Valle del Fuerte International Airport,25.68519974,-109.0810013,MX,MX-SIN,Los Mochis
LMN,Limbang Airport,4.808300018,115.0100021,MY,MY-13,Limbang
LMO,RAF Lossiemouth,57.7052002,-3.339169979,GB,GB-SCT,Lossiemouth
LMP,Lampedusa Airport,35.497898,12.6181,IT,IT-82,Lampedusa
LMQ,Marsa Brega Airport,30.37809944,19.57640076,LY,LY-WA,
LMR,Lime Acres Finsch Mine Airport,-28.36009979,23.43910027,ZA,ZA-NC,Lime Acres
LMS,Louisville Winston County Airport,33.14619827,-89.0625,US,US-MS,Louisville
LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,US,US-OR,Klamath Falls
LMY,Lake Murray Airport,-7.00992012,141.4940033,PG,PG-WPD,Lake Murray
LMZ,Palma Airport,-10.7506,40.4702,MZ,MZ-P,Palma
LNA,Palm Beach County Park Airport,26.59300041,-80.08509827,US,US-FL,West Palm Beach
LNB,Lamen Bay Airport,-16.58419991,168.1589966,VU,VU-SEE,Lamen Bay
LNC,Lengbati Airport,-6.384611111,147.3686389,PG,PG-MPL,
LND,Hunt Field,42.81520081,-108.7300034,US,US-WY,Lander
LNE,Lonorore Airport,-15.86559963,168.1719971,VU,VU-PAM,Lonorore
LNF,Munbil Airport,-4.855941,141.220165,PG,PG-SAN,
LNG,Lese Airport,-8.2799,146.2765,PG,PG-GPK,Lese
LNH,Lake Nash Airport,-20.9807,137.9178,AU,AU-NT,Alpurrurulam
LNI,Lonely Air Station,70.91069794,-153.2420044,US,US-AK,Lonely
LNJ,Lintsang Airfield,23.73810005,100.0250015,CN,CN-53,Lincang
LNK,Lincoln Airport,40.85100174,-96.75920105,US,US-NE,Lincoln
LNL,Longnan Chengzhou Airport,33.788,105.797,CN,CN-62,Longnan
LNM,Langimar Airport,-7.223138889,146.2270833,PG,PG-MPL,
LNN,Willoughby Lost Nation Municipal Airport,41.68399811,-81.38970184,US,US-OH,Willoughby
LNO,Leonora Airport,-28.87809944,121.3150024,AU,AU-WA,Leonora
LNP,Lonesome Pine Airport,36.98749924,-82.52999878,US,US-VA,Wise
LNQ,Loani Airport,-10.5815,150.5931,PG,PG-MBA,Loani
LNR,Tri-County Regional Airport,43.21170044,-90.18160248,US,US-WI,Lone Rock
LNS,Lancaster Airport,40.12170029,-76.2960968,US,US-PA,Lancaster
LNV,Londolovit Airport,-3.043610096,152.6289978,PG,PG-NIK,Londolovit
LNX,Smolensk North Airport,54.824,32.025,RU,RU-SMO,Smolensk
LNY,Lanai Airport,20.78560066,-156.951004,US,US-HI,Lanai City
LNZ,Linz HÃ¶rsching Airport,48.2332,14.1875,AT,AT-4,Linz
LOA,Lorraine Airport,-18.99329948,139.9069977,AU,AU-QLD,
LOB,San Rafael Airport,-32.81420135,-70.646698,CL,CL-VS,Los Andes
LOC,Lock Airport,-33.5442009,135.6929932,AU,AU-SA,Lock
LOD,Longana Airport,-15.30669975,167.9669952,VU,VU-PAM,Longana
LOE,Loei Airport,17.43910027,101.7220001,TH,TH-42,
LOF,Loen Airport,7.7575,168.2357,MH,MH-NMU,Loen Island
LOH,Camilo Ponce Enriquez Airport,-3.99589,-79.371902,EC,EC-L,La Toma (Catamayo)
LOI,Helmuth Baungarten Airport,-27.15999985,-49.54249954,BR,BR-SC,Lontras
LOK,Lodwar Airport,3.121969938,35.6086998,KE,KE-700,Lodwar
LOL,Derby Field,40.06639862,-118.5650024,US,US-NV,Lovelock
LOM,Francisco Primo de Verdad y Ramos Airport,21.2581,-101.9441,MX,MX-JAL,Lagos de Moreno
LOO,Laghouat Airport,33.76440048,2.928339958,DZ,DZ-03,Laghouat
LOP,Lombok International Airport,-8.757322,116.276675,ID,ID-NB,Mataram
LOQ,Lobatse Airport,-25.1981,25.7139,BW,BW-SE,Lobatse
LOR,Lowe AHP (Fort Rucker) Heliport,31.35580063,-85.75119781,US,US-AL,Fort Rucker Ozark
LOS,Murtala Muhammed International Airport,6.577370167,3.321160078,NG,NG-LA,Lagos
LOT,Lewis University Airport,41.6072998,-88.09619904,US,US-IL,Chicago/Romeoville
LOU,Bowman Field,38.22800064,-85.66369629,US,US-KY,Louisville
LOV,Monclova International Airport,26.9557,-101.470001,MX,MX-COA,
LOW,Louisa County Airport/Freeman Field,38.00979996,-77.9701004,US,US-VA,Louisa
LOY,Loyengalani Airport,2.75,36.71699905,KE,KE-400,Loyengalani
LOZ,London-Corbin Airport/Magee Field,37.0821991,-84.0848999,US,US-KY,London
LPA,Gran Canaria Airport,27.93190002,-15.38659954,ES,ES-CN,Gran Canaria Island
LPB,El Alto International Airport,-16.51329994,-68.19229889,BO,BO-L,La Paz / El Alto
LPC,Lompoc Airport,34.66559982,-120.4680023,US,US-CA,Lompoc
LPD,La Pedrera Airport,-1.32861,-69.5797,CO,CO-AMA,La Pedrera
LPE,La Primavera Airport,3.733333,-76.216667,CO,CO-VAC,Costa Rica
LPE,La Primavera Airport,5.4776,-70.4212,CO,CO-VID,La Primavera
LPF,Liupanshui Yuezhao Airport,26.609417,104.979,CN,CN-52,Liupanshui
LPG,La Plata Airport,-34.9722,-57.8947,AR,AR-B,La Plata
LPI,LinkÃ¶ping City Airport,58.40620041,15.68050003,SE,SE-E,LinkÃ¶ping
LPJ,Armando Schwarck Airport,6.578050137,-66.81690216,VE,VE-F,Guayabal
LPK,Lipetsk Airport,52.70280075,39.53779984,RU,RU-LIP,Lipetsk
LPL,Liverpool John Lennon Airport,53.33359909,-2.849720001,GB,GB-ENG,Liverpool
LPM,Lamap Airport,-16.4611228,167.829253,VU,VU-MAP,Lamap
LPN,Leron Plains Airport,-6.3917,146.3434,PG,PG-MPL,Leron Plains
LPO,La Porte Municipal Airport,41.57249832,-86.73449707,US,US-IN,La Porte
LPP,Lappeenranta Airport,61.044601,28.144743,FI,FI-ES,Lappeenranta
LPQ,Luang Phabang International Airport,19.89730072,102.1610031,LA,LA-LP,Luang Phabang
LPS,Lopez Island Airport,48.48389816,-122.9380035,US,US-WA,Lopez
LPT,Lampang Airport,18.27090073,99.5042038,TH,TH-52,
LPU,Long Apung Airport,1.704486,114.970297,ID,ID-KU,Long Apung-Borneo Island
LPX,LiepÄÅja International Airport,56.51750183,21.09690094,LV,LV-LE,LiepÄÅja
LPY,Le Puy-Loudes Airport,45.08069992,3.7628901,FR,FR-C,Le Puy/Loudes
LQK,Pickens County Airport,34.81000137,-82.70290375,US,US-SC,Pickens
LQM,Caucaya Airport,-0.182278,-74.7708,CO,CO-PUT,Puerto LeguÃ_zamo
LQN,Qala-I-Naw Airport,34.98500061,63.11780167,AF,AF-BDG,Qala-I-Naw
LRA,Larisa Airport,39.650253,22.4655,GR,GR-42,Larisa
LRB,Leribe Airport,-28.85560036,28.05279922,LS,LS-C,Leribe
LRD,Laredo International Airport,27.54380035,-99.46160126,US,US-TX,Laredo
LRE,Longreach Airport,-23.43420029,144.2799988,AU,AU-QLD,Longreach
LRF,Little Rock Air Force Base,34.91690063,-92.14969635,US,US-AR,Jacksonville
LRG,Loralai Airport,30.35549927,68.6135025,PK,PK-BA,Loralai
LRH,La Rochelle-Ã_le de RÃ© Airport,46.17919922,-1.195279956,FR,FR-T,La Rochelle/Ã_le de RÃ©
LRJ,Le Mars Municipal Airport,42.77799988,-96.1937027,US,US-IA,Le Mars
LRL,Niamtougou International Airport,9.76733017,1.091249943,TG,TG-K,Niamtougou
LRM,Casa De Campo International Airport,18.45070076,-68.91179657,DO,DO-12,La Romana
LRO,Sharpe AAF,37.83791667,-121.2728056,US,US-CA,Lathrop
LRQ,Laurie River Airport,56.24860001,-101.3040009,CA,CA-MB,Laurie River
LRR,Lar Airport,27.67469978,54.38330078,IR,IR-14,Lar
LRS,Leros Airport,37.184898,26.800301,GR,GR-81,Leros Island
LRT,Lorient South Brittany (Bretagne Sud) Airport,47.76060104,-3.440000057,FR,FR-E,Lorient/Lann/BihouÃ©
LRU,Las Cruces International Airport,32.28939819,-106.9219971,US,US-NM,Las Cruces
LRV,Los Roques Airport,11.94999981,-66.66999817,VE,VE-W,Gran Roque Island
LSA,Losuia Airport,-8.505820274,151.0809937,PG,PG-MBA,Losuia
LSB,Lordsburg Municipal Airport,32.33349991,-108.6920013,US,US-NM,Lordsburg
LSC,La Florida Airport,-29.916201,-71.199501,CL,CL-CO,La Serena-Coquimbo
LSE,La Crosse Municipal Airport,43.879002,-91.256699,US,US-WI,La Crosse
LSF,Lawson Army Air Field (Fort Benning),32.33729935,-84.99130249,US,US-GA,Fort Benning(Columbus)
LSH,Lashio Airport,22.97789955,97.75219727,MM,MM-17,Lashio
LSI,Sumburgh Airport,59.87889862,-1.295560002,GB,GB-SCT,Lerwick
LSJ,Long Island Airport,-5.3604,147.0177,PG,PG-MPM,Long Island
LSK,Lusk Municipal Airport,42.75379944,-104.4049988,US,US-WY,Lusk
LSL,Los Chiles Airport,11.03530025,-84.70610046,CR,CR-A,Los Chiles
LSM,Long Semado Airport,4.217000008,115.5999985,MY,MY-13,Long Semado
LSN,Los Banos Municipal Airport,37.06290054,-120.8690033,US,US-CA,Los Banos
LSO,Les Sables-d'Olonne Talmont Airport,46.47689819,-1.722779989,FR,FR-R,Les Sables-d'Olonne
LSP,Josefa Camejo International Airport,11.78077507,-70.15149689,VE,VE-I,ParaguanÃ¡
LSQ,MarÃ_a Dolores Airport,-37.40169907,-72.42539978,CL,CL-BI,Los Angeles
LSS,Terre-de-Haut Airport,15.86439991,-61.58060074,GP,GP-U-A,Les Saintes
LST,Launceston Airport,-41.54529953,147.2140045,AU,AU-TAS,Launceston
LSU,Long Sukang Airport,4.552219868,115.4940033,MY,MY-13,Long Sukang
LSV,Nellis Air Force Base,36.23619843,-115.0339966,US,US-NV,Las Vegas
LSW,Malikus Saleh Airport,5.226679802,96.95030212,ID,ID-AC,Lhok Seumawe-Sumatra Island
LSX,Lhok Sukon Airport,5.069509983,97.25920105,ID,ID-AC,Lhok Sukon-Sumatra Island
LSY,Lismore Airport,-28.83029938,153.2599945,AU,AU-NSW,Lismore
LSZ,LoÅ¡inj Island Airport,44.56579971,14.39309978,HR,HR-08,LoÅ¡inj
LTA,Tzaneen Airport,-23.82439995,30.32929993,ZA,ZA-NP,Tzaneen
LTB,Latrobe Airport,-41.23518803,146.3961697,AU,AU-TAS,Latrobe
LTC,Lai Airport,9.3979,16.3125,TD,TD-TA,Lai
LTD,Ghadames East Airport,30.15169907,9.715310097,LY,LY-NL,Ghadames
LTF,Leitre Airport,-2.8337,141.6257,PG,PG-SAN,Leitre
LTG,Langtang Airport,28.20000076,85.58300018,NP,NP-BA,Langtang
LTH,Lathrop Wells Airport / Jackass Aeropark,36.6342,-116.4135,US,US-NV,Amargosa Valley
LTI,Altai Airport,46.37639999,96.22109985,MN,MN-065,Altai
LTK,Bassel Al-Assad International Airport,35.40110016,35.94869995,SY,SY-LA,Latakia
LTL,Lastourville Airport,-0.826667011,12.74860001,GA,GA-7,Lastourville
LTM,Lethem Airport,3.37276,-59.789398,GY,GY-UT,Lethem
LTN,London Luton Airport,51.87469864,-0.368333012,GB,GB-ENG,London
LTO,Loreto International Airport,25.98920059,-111.3479996,MX,MX-BCS,Loreto
LTP,Lyndhurst Airport,-19.19580078,144.3710022,AU,AU-QLD,Lyndhurst
LTQ,Le Touquet-CÃ´te d'Opale Airport,50.51739883,1.620589972,FR,FR-O,Le Touquet-Paris-Plage
LTR,Letterkenny Airport,54.95130157,-7.672830105,IE,IE-DL,Letterkenny
LTS,Altus Air Force Base,34.667099,-99.26670074,US,US-OK,Altus
LTT,La MÃ´le Airport,43.205399,6.482,FR,FR-U,La MÃ´le
LTU,Murod Kond Airport,18.411501,76.464699,IN,IN-MM,Latur
LTV,Lotus Vale Airport,-17.04829979,141.3760071,AU,AU-QLD,Lotus Vale
LTW,St. Mary's County Regional Airport,38.31539917,-76.55010223,US,US-MD,Leonardtown
LTX,Cotopaxi International Airport,-0.906833,-78.615799,EC,EC-X,Latacunga
LUA,Lukla Airport,27.68689919,86.72969818,NP,NP-SA,Lukla
LUB,Lumid Pau Airport,2.393929958,-59.44100189,GY,GY-UT,Lumid Pau
LUC,Laucala Island Airport,-16.74810028,-179.6670074,FJ,FJ-N,Laucala Island
LUD,Luderitz Airport,-26.68740082,15.24289989,NA,NA-KA,Luderitz
LUE,LuÄçenec Airport,48.33940125,19.73579979,SK,SK-BC,LuÄçenec
LUF,Luke Air Force Base,33.53499985,-112.3830032,US,US-AZ,Glendale
LUG,Lugano Airport,46.00429916,8.910579681,CH,CH-TI,Lugano
LUH,Ludhiana Airport,30.85470009,75.95259857,IN,IN-PB,
LUI,Carta Airport,15.033192,-86.692334,HN,HN-OL,La UniÃ_n
LUJ,Lusikisiki Airport,-31.36669922,29.58329964,ZA,ZA-EC,Lusikisiki
LUK,Cincinnati Municipal Airport Lunken Field,39.10329819,-84.41860199,US,US-OH,Cincinnati
LUL,Hesler Noble Field,31.67259979,-89.17220306,US,US-MS,Laurel
LUM,Mangshi Airport,24.4011,98.5317,CN,CN-53,Luxi
LUN,Kenneth Kaunda International Airport Lusaka,-15.33080006,28.45260048,ZM,ZM-09,Lusaka
LUO,Luena Airport,-11.76809978,19.89769936,AO,AO-MOX,Luena
LUP,Kalaupapa Airport,21.21100044,-156.973999,US,US-HI,Kalaupapa
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.27320099,-66.35639954,AR,AR-D,San Luis
LUR,Cape Lisburne LRRS Airport,68.87509918,-166.1100006,US,US-AK,Cape Lisburne
LUS,Lusanga Airport,-4.800000191,18.71699905,CD,CD-BN,Lusanga
LUT,New Laura Airport,-15.18330002,144.3670044,AU,AU-QLD,
LUU,Laura Airport,-15.55000019,144.4499969,AU,AU-QLD,
LUV,Dumatumbun Airport,-5.66162014,132.7310028,ID,ID-MA,Langgur-Seram Island
LUW,Syukuran Aminuddin Amir Airport,-1.03892,122.772003,ID,ID-ST,Luwok - Celebes Island
LUX,Luxembourg-Findel International Airport,49.6233333,6.2044444,LU,LU-L,Luxembourg
LUY,Lushoto Airport,-4.783259869,38.30419922,TZ,TZ-25,Lushoto
LUZ,Lublin Airport,51.240278,22.713611,PL,PL-LU,Lublin
LVA,Laval-Entrammes Airport,48.03139877,-0.742986023,FR,FR-R,Laval/Entrammes
LVB,Santana do Livramento Airport,-30.8354,-55.62565,BR,BR-RS,Santana do Livramento
LVD,Lime Village Airport,61.35910034,-155.4400024,US,US-AK,Lime Village
LVI,Livingstone Airport,-17.82180023,25.8227005,ZM,ZM-07,Livingstone
LVK,Livermore Municipal Airport,37.69340134,-121.8199997,US,US-CA,Livermore
LVL,Lawrenceville Brunswick Municipal Airport,36.77280045,-77.79429626,US,US-VA,Lawrenceville
LVM,Mission Field,45.69940186,-110.447998,US,US-MT,Livingston
LVO,Laverton Airport,-28.61359978,122.4240036,AU,AU-WA,
LVP,Lavan Island Airport,26.81030083,53.35630035,IR,IR-23,
LVR,Municipal Bom Futuro Airport,-13.037861,-55.95025,BR,BR-MT,Lucas do Rio Verde
LVS,Las Vegas Municipal Airport,35.65420151,-105.1419983,US,US-NM,Las Vegas
LWA,Lebak Rural Airport,6.6739,124.0581,PH,PH-SUK,Lebak
LWB,Greenbrier Valley Airport,37.85829926,-80.39949799,US,US-WV,Lewisburg
LWC,Lawrence Municipal Airport,39.01119995,-95.21659851,US,US-KS,Lawrence
LWE,Lewoleba Airport,-8.3629,123.438,ID,ID-NT,Lewoleba-Lembata Island
LWH,Lawn Hill Airport,-18.56830025,138.6349945,AU,AU-QLD,
LWI,Lowai Airport,-6.3344,146.6458,PG,PG-MPL,Lowai
LWK,Lerwick / Tingwall Airport,60.19219971,-1.243610024,GB,GB-SCT,Lerwick
LWL,Wells Municipal Airport/Harriet Field,41.11709976,-114.9219971,US,US-NV,Wells
LWM,Lawrence Municipal Airport,42.71720123,-71.12339783,US,US-MA,Lawrence
LWN,Gyumri Shirak Airport,40.75040054,43.85929871,AM,AM-SH,Gyumri
LWO,Lviv International Airport,49.8125,23.95610046,UA,UA-46,Lviv
LWR,Leeuwarden Air Base,53.22859955,5.760560036,NL,NL-FR,Leeuwarden
LWS,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,US,US-ID,Lewiston
LWT,Lewistown Municipal Airport,47.04930115,-109.4670029,US,US-MT,Lewistown
LWV,Lawrenceville Vincennes International Airport,38.7643013,-87.60549927,US,US-IL,Lawrenceville
LWY,Lawas Airport,4.84917,115.407997,MY,MY-13,Lawas
LXA,Lhasa Gonggar Airport,29.29780006,90.91190338,CN,CN-54,Lhasa
LXG,Luang Namtha Airport,20.966999,101.400002,LA,LA-LM,Luang Namtha
LXN,Jim Kelly Field,40.79100037,-99.77729797,US,US-NE,Lexington
LXR,Luxor International Airport,25.671,32.7066,EG,EG-KN,Luxor
LXS,Limnos Airport,39.917099,25.23629951,GR,GR-83,Limnos Island
LXU,Lukulu Airport,-14.37479973,23.24950027,ZM,ZM-01,Lukulu
LXV,Lake County Airport,39.22029877,-106.3170013,US,US-CO,Leadville
LYA,Luoyang Airport,34.74110031,112.3880005,CN,CN-41,Luoyang
LYB,Edward Bodden Airfield,19.660161,-80.088826,KY,KY-U-A,Little Cayman
LYC,Lycksele Airport,64.5483017,18.71619987,SE,SE-AC,
LYE,RAF Lyneham,51.5051,-1.99343,GB,GB-ENG,Lyneham
LYG,Lianyungang Airport,34.571667,118.873611,CN,CN-32,Lianyungang
LYH,Lynchburg Regional Preston Glenn Field,37.3266983,-79.20040131,US,US-VA,Lynchburg
LYI,Shubuling Airport,35.04610062,118.4120026,CN,CN-37,Linyi
LYK,Lunyuk Airport,-8.9889,117.2158,ID,ID-NB,Lunyuk-Simbawa Island
LYM,Lympne Airport,51.08,1.013,GB,GB-ENG,Ashford
LYN,Lyon-Bron Airport,45.72719955,4.944270134,FR,FR-V,Lyon/Bron
LYO,Lyons-Rice County Municipal Airport,38.34280014,-98.22689819,US,US-KS,Lyons
LYP,Faisalabad International Airport,31.36499977,72.99479675,PK,PK-PB,Faisalabad
LYR,"Svalbard Airport, Longyear",78.24610138,15.46560001,NO,NO-21,Longyearbyen
LYS,Lyon Saint-ExupÃ©ry Airport,45.725556,5.081111,FR,FR-V,Lyon
LYT,Lady Elliot Island Airstrip,-24.1129,152.7156,AU,AU-QLD,Lady Elliot Island
LYU,Ely Municipal Airport,47.82450104,-91.83070374,US,US-MN,Ely
LYX,Lydd Airport,50.95610046,0.939167023,GB,GB-ENG,"Lydd, Ashford"
LZA,Luiza Airport,-7.183000088,22.39999962,CD,CD-KW,Luiza
LZC,LÃ¡zaro CÃ¡rdenas Airport,18.00169945,-102.2210007,MX,MX-MIC,LÃ¡zaro CÃ¡rdenas
LZH,Liuzhou Bailian Airport,24.2075,109.390999,CN,CN-45,Liuzhou
LZI,Luozi Airport,-4.949999809,14.13300037,CD,CD-BC,Luozi
LZM,Luzamba Airport,-9.115960121,18.04929924,AO,AO-LNO,Luzamba
LZN,Matsu Nangan Airport,26.1598,119.958,TW,TW-X-LK,Nangang Island
LZO,Luzhou Airport,28.85219955,105.3929977,CN,CN-51,Luzhou
LZR,[Duplicate] Lizard Island Airport,-14.673273,145.454571,AU,AU-QLD,
LZR,Lizard Island Airport,-14.673273,145.454571,AU,AU-QLD,
LZU,Gwinnett County Briscoe Field,33.97809982,-83.96240234,US,US-GA,Lawrenceville
LZY,Nyingchi Airport,29.30330086,94.33529663,CN,CN-54,Nyingchi
MAA,Chennai International Airport,12.99000549,80.16929626,IN,IN-TN,Chennai
MAB,JoÃ£o Correa da Rocha Airport,-5.368589878,-49.13800049,BR,BR-PA,MarabÃ¡
MAC,Macon Downtown Airport,32.82210159,-83.56199646,US,US-GA,Macon
MAD,Adolfo SuÃ¡rez Madridâ€“Barajas Airport,40.471926,-3.56264,ES,ES-M,Madrid
MAE,Madera Municipal Airport,36.98860168,-120.1119995,US,US-CA,Madera
MAF,Midland International Airport,31.94249916,-102.2020035,US,US-TX,Midland
MAG,Madang Airport,-5.207079887,145.7890015,PG,PG-MPM,Madang
MAH,Menorca Airport,39.86259842,4.218649864,ES,ES-PM,Menorca Island
MAI,Mangochi Airport,-14.4829998,35.26699829,MW,MW-MG,Mangochi
MAJ,Marshall Islands International Airport,7.064760208,171.2720032,MH,MH-MAJ,Majuro Atoll
MAK,Malakal Airport,9.558970451,31.6522007,SS,SS-23,Malakal
MAL,"Mangole Airport, Falabisahaya",-1.87579,125.8300018,ID,ID-MU,Mangole Island
MAM,General Servando Canales International Airport,25.76989937,-97.52529907,MX,MX-TAM,Matamoros
MAN,Manchester Airport,53.35369873,-2.274950027,GB,GB-ENG,Manchester
MAO,Eduardo Gomes International Airport,-3.038609982,-60.04970169,BR,BR-AM,Manaus
